property_type,society,sector,price_in_cr,price_per_sqft,area_in_sqft,areawithtype,bedroom,bathroom,balcony,floornum,facing,agepossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
flat,Godrej Aria,sector 79,1.1,7772,1415,Super Built up area 1351(125.51 sq.m.),2,2,3+,4,north-east,New Property,1351.0,,,0,0,0,0,0,0,49
flat,Bestech Spa Signature,sector 81,4.45,10595,4200,Super Built up area 4200(390.19 sq.m.)Built Up area: 3850 sq.ft. (357.68 sq.m.)Carpet area: 3600 sq.ft. (334.45 sq.m.),4,4,3+,8,south-west,Relatively New,4200.0,3850.0,3600.0,1,1,0,1,1,0,49
flat,Signature Global Park,sector 36,0.82,7585,1081,Super Built up area 1081(100.43 sq.m.)Carpet area: 650 sq.ft. (60.39 sq.m.),3,2,2,2,na,New Property,1081.0,,650.0,0,0,0,0,0,1,8
flat,Raheja Vedaanta,sector 108,0.85,4637,1833,Super Built up area 1833(170.29 sq.m.)Built Up area: 1500 sq.ft. (139.35 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),3,3,2,2,north-east,Relatively New,1833.0,1500.0,1350.0,0,1,0,0,0,1,65
flat,SS Residency Residency The Leaf,sector 85,1.05,6402,1640,Super Built up area 1640(152.36 sq.m.),2,2,3,11,north-east,Relatively New,1640.0,,,0,0,0,0,0,1,44
house,Independent,sector 50,10.45,38679,2701,Plot area 2700(250.84 sq.m.)Built Up area: 4000 sq.ft. (371.61 sq.m.),4,2,,3,north,Moderately Old,,4000.0,,1,1,0,1,0,0,142
flat,M Soulitude,sector 89,1.0,9066,1103,Carpet area: 1103 (102.47 sq.m.),2,2,2,2,na,New Property,,,1103.0,1,0,0,0,0,1,49
flat,Indiabulls Centrum Park,sector 103,2.4,8347,2875,Super Built up area 2875(267.1 sq.m.)Built Up area: 2456 sq.ft. (228.17 sq.m.)Carpet area: 2100 sq.ft. (195.1 sq.m.),4,2,3+,15,north-east,Relatively New,2875.0,2456.0,2100.0,0,1,0,0,0,1,156
house,Vatika Independent Floors,sector 82,1.4,8235,1700,Plot area 1700(157.94 sq.m.),3,3,,3,north-west,New Property,,1700.0,,0,0,0,1,0,1,61
flat,Raheja Sampada,sector 92,0.7,4453,1572,Built Up area: 1572 (146.04 sq.m.),3,3,0,7,na,Undefined,,1572.0,,0,0,0,0,0,1,0
flat,DLF New Town Heights,sector 90,1.65,5683,2903,Super Built up area 2727(253.35 sq.m.),4,4,3+,7,south,Moderately Old,2727.0,,,0,0,0,0,0,1,117
flat,Sare Homes,sector 92,0.6,5000,1200,Carpet area: 1200 (111.48 sq.m.),3,2,3,4,na,Moderately Old,,,1200.0,0,0,0,0,0,0,49
flat,Eldeco Accolade,sohna road,0.87,5965,1459,Super Built up area 1457(135.36 sq.m.)Carpet area: 849 sq.ft. (78.87 sq.m.),2,2,3+,10,na,Relatively New,1457.0,,849.0,1,0,0,0,0,1,72
flat,Orchid Petals,sector 49,1.9,10526,1805,Super Built up area 1805(167.69 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,3,2,south,Old,1805.0,1600.0,1400.0,0,0,0,0,1,0,49
flat,Shapoorji Pallonji Joyville,sector 102,2.0,10799,1852,Super Built up area 1852(172.06 sq.m.),3,3,3,9,south-east,Relatively New,1852.0,,,0,0,0,0,0,1,49
flat,Spaze Privvy The Address,sector 93,1.25,6900,1812,Super Built up area 1805(167.69 sq.m.)Built Up area: 1350 sq.ft. (125.42 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),3,4,2,12,north-east,Relatively New,1805.0,1350.0,1100.0,0,0,0,0,0,0,96
flat,Bestech Park View Ananda,sector 81,0.95,10626,8046,Super Built up area 1360(126.35 sq.m.)Carpet area: 894 sq.ft. (83.06 sq.m.),2,2,2,2,north-east,Relatively New,1360.0,,894.0,0,0,0,0,0,0,104
flat,La Vida By Tata Housing,sector 113,2.7,16363,1650,Built Up area: 2217 (205.97 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),3,1,3+,4,north-west,Relatively New,,2217.0,1650.0,0,1,0,0,0,0,49
flat,Signature Global City,sector 92,0.99,6622,1495,Carpet area: 1495 (138.89 sq.m.),3,2,3,1,east,New Property,,,1495.0,0,0,0,0,1,1,37
flat,Tulip Lemon,sector 69,0.6,10000,5400,Carpet area: 600 (55.74 sq.m.),2,1,1,12,na,Relatively New,,,600.0,0,0,0,0,0,1,23
flat,Malibu Towers,sector 47,2.45,10698,2290,Carpet area: 2290 (212.75 sq.m.),3,4,2,1,na,Old,,,2290.0,1,0,0,0,0,0,42
house,Eldeco Mansionz,sector 48,5.0,21367,2335,Plot area 260(217.39 sq.m.),3,4,,2,north-east,Moderately Old,,2345.0,,0,0,0,0,0,0,40
flat,M Skywalk,sector 74,1.4,9831,1424,Super Built up area 1424(132.29 sq.m.),2,2,2,17,north-east,New Property,1424.0,,,0,0,0,0,0,0,167
house,Ashok Vihar Phase,sector 3,0.95,8878,1065,Plot area 1070(99.41 sq.m.),4,3,,1,east,Old,,1070.0,,0,0,0,0,0,1,8
flat,Vatika,sector 83,1.15,5808,1980,Super Built up area 1980(183.95 sq.m.)Built Up area: 1350 sq.ft. (125.42 sq.m.)Carpet area: 1308 sq.ft. (121.52 sq.m.),3,3,2,3,south,Relatively New,1980.0,1350.0,1308.0,1,1,1,1,0,0,165
flat,Tulip Violet,sector 69,1.75,8883,1970,Super Built up area 1970(183.02 sq.m.),4,4,1,12,north-west,Relatively New,1970.0,,,0,0,0,0,0,1,86
flat,AIPL Peaceful Homes,sector 70a,2.75,12791,2150,Built Up area: 2150 (199.74 sq.m.),3,3,3+,14,north-east,Undefined,,2150.0,,0,0,0,0,0,1,0
flat,Tulip Violet,sector 69,2.0,9950,2010,Super Built up area 2010(186.74 sq.m.),4,4,2,0,west,Relatively New,2010.0,,,0,0,0,0,0,1,95
flat,Shapoorji Pallonji Joyville,sector 102,1.8,10638,1692,Super Built up area 1692(157.19 sq.m.),3,3,3,1,east,Relatively New,1692.0,,,0,0,0,0,0,1,141
flat,Central Park Flower Valley,sector 33,2.5,13270,1884,Carpet area: 1884 (175.03 sq.m.),3,3,2,1,na,Undefined,,,1884.0,0,0,0,0,0,1,66
flat,Smart World Orchard,sector 61,2.3,14110,1630,Super Built up area 1630(151.43 sq.m.),3,3,2,2,na,New Property,1630.0,,,1,0,0,0,0,1,79
flat,Pioneer Park,sector 61,2.04,14623,1395,Super Built up area 1795(166.76 sq.m.)Built Up area: 1595 sq.ft. (148.18 sq.m.)Carpet area: 1395 sq.ft. (129.6 sq.m.),3,3,3+,16,south,Moderately Old,1795.0,1595.0,1395.0,0,1,0,0,0,0,165
flat,Shyamkunj Ashok Vihar Pahse,sector 3 phase 2,0.3,4444,6075,Carpet area: 675 (62.71 sq.m.),2,2,1,1,east,Relatively New,,,675.0,0,0,0,0,0,1,21
flat,Oriental Valley Chs,sector 9a,1.5,8108,1850,Carpet area: 1850 (171.87 sq.m.),4,3,3+,8,na,Moderately Old,,,1850.0,0,0,0,0,0,1,35
flat,Indiabulls Centrum Park,sector 103,1.33,8580,1550,Super Built up area 1790(166.3 sq.m.)Carpet area: 1550 sq.ft. (144 sq.m.),3,3,3+,8,east,Relatively New,1790.0,,1550.0,1,0,0,0,0,1,150
flat,Ireo Skyon,sector 60,3.75,13392,2800,Super Built up area 2800(260.13 sq.m.),4,2,3,15,south,Relatively New,2800.0,,,0,1,0,0,0,1,167
flat,Smart World Gems,sector 89,1.0,9007,1110,Carpet area: 1110 (103.12 sq.m.),2,2,3,3,na,New Property,,,1110.0,1,0,0,0,1,1,99
house,Independent,sector 26,18.0,39816,4520,Plot area 502(419.74 sq.m.),5,1,,4,north,Moderately Old,,4527.0,,1,1,1,1,0,0,113
flat,Eldeco Accolade,sohna road,0.73,5775,1264,Super Built up area 1264(117.43 sq.m.)Carpet area: 730 sq.ft. (67.82 sq.m.),2,2,3,5,west,Relatively New,1264.0,,730.0,0,0,0,1,0,1,33
house,Vipul Tatvam Villa,sector 48,5.75,22184,2594,Plot area 288(240.8 sq.m.)Built Up area: 280 sq.yards (234.12 sq.m.)Carpet area: 250 sq.yards (209.03 sq.m.),4,4,,2,west,Moderately Old,,2525.0,250.0,0,1,0,0,0,1,30
flat,SS Residency Residency The Leaf,sector 85,1.22,13318,8244,Super Built up area 1772(164.62 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 916 sq.ft. (85.1 sq.m.),2,2,3,16,north-east,Relatively New,1772.0,1300.0,916.0,0,0,1,0,0,1,81
flat,Bestech Park View Ananda,sector 81,0.95,6985,1360,Super Built up area 1360(126.35 sq.m.)Built Up area: 1150 sq.ft. (106.84 sq.m.)Carpet area: 894 sq.ft. (83.06 sq.m.),2,2,2,13,south-east,Relatively New,1360.0,1150.0,894.0,0,0,0,0,0,0,167
flat,Signature Global Synera,sector 81,0.49,6666,6615,Super Built up area 735(68.28 sq.m.)Built Up area: 700 sq.ft. (65.03 sq.m.)Carpet area: 635 sq.ft. (58.99 sq.m.),2,2,3,5,south,Relatively New,735.0,700.0,635.0,0,0,0,0,0,1,117
flat,Godrej,sector 79,1.28,8504,1505,Super Built up area 1505(139.82 sq.m.),3,3,3,7,north-east,Relatively New,1505.0,,,0,0,0,0,0,1,158
house,DLF City Plots Phase,sector 25,10.55,39049,2701,Plot area 300(250.84 sq.m.),5,2,,3,east,Moderately Old,,2706.0,,1,1,1,1,0,1,131
flat,Alpha Corp One,sector 84,1.2,9448,1270,Super Built up area 1270(117.99 sq.m.),2,2,1,6,south-west,Relatively New,1270.0,,,0,0,0,0,0,1,13
flat,Capital Residences,sector 70a,1.1,7586,1450,Super Built up area 1450(134.71 sq.m.),2,2,2,10,south-east,Relatively New,1450.0,,,1,0,0,0,0,1,42
flat,BPTP Terra,sector 37d,1.75,7987,2191,Super Built up area 2191(203.55 sq.m.)Built Up area: 2100 sq.ft. (195.1 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),4,4,3,7,west,Relatively New,2191.0,2100.0,1800.0,0,0,0,0,1,0,120
flat,Smriti Apartment,sector 56,0.45,7500,5400,Super Built up area 600(55.74 sq.m.),1,1,2,3,na,Old,600.0,,,0,0,0,0,0,1,57
house,Unitech Aspen Greens,sector 50,12.0,37038,3239,Plot area 360(301.01 sq.m.),3,4,,1,east,Moderately Old,,3247.0,,1,1,0,0,0,0,101
flat,Capital Residences,sector 70a,1.55,7844,1976,Super Built up area 1976(183.58 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,3,8,south,Relatively New,1976.0,1600.0,1400.0,1,1,0,1,1,1,42
flat,La Vida By Tata Housing,sector 113,3.35,16750,2000,Super Built up area 2691(250 sq.m.)Built Up area: 2200 sq.ft. (204.39 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),3,4,3+,12,north-east,New Property,2691.0,2200.0,2000.0,1,1,0,0,0,1,174
flat,Orris Aster Court Premier,sector 85,1.49,5820,2560,Super Built up area 2560(237.83 sq.m.)Built Up area: 2017 sq.ft. (187.39 sq.m.)Carpet area: 1890 sq.ft. (175.59 sq.m.),4,2,3+,10,east,Relatively New,2560.0,2017.0,1890.0,0,1,0,0,0,0,84
house,Independent,sector 25,10.0,37013,2701,Plot area 2700(250.84 sq.m.)Built Up area: 9500 sq.ft. (882.58 sq.m.)Carpet area: 9000 sq.ft. (836.13 sq.m.),5,2,,3,east,Moderately Old,,9500.0,9000.0,0,1,0,1,0,2,29
flat,Signature Global Solera,sector 107,0.37,6751,4932,Super Built up area 548(50.91 sq.m.),2,2,1,10,south,Relatively New,548.0,,,0,0,0,0,0,1,73
flat,M Soulitude,sector 89,1.3,8700,1494,Super Built up area 1500(139.35 sq.m.)Carpet area: 900 sq.ft. (83.61 sq.m.),3,3,2,1,na,New Property,1500.0,,900.0,0,0,0,0,1,1,45
house,Independent,sector 41,4.25,26148,1625,Plot area 180(150.5 sq.m.),2,1,,4,north,Moderately Old,,1623.0,,1,1,0,0,0,0,36
flat,Om Apartment Dayanand Colony,sector 5,0.26,4373,5355,Carpet area: 583 (54.16 sq.m.),1,1,1,3,north-east,Relatively New,,,583.0,0,0,0,0,0,1,14
flat,Tulsiani Easy In Homes,sohna road,0.4,6722,5355,Carpet area: 595 (55.28 sq.m.),2,2,3,12,na,New Property,,,595.0,0,0,0,0,0,1,36
flat,Ansal Height Height Api Sushant Estate,sector 52,0.29,11600,2250,Carpet area: 250 (23.23 sq.m.),1,1,0,0,na,Moderately Old,,,250.0,0,0,0,0,0,0,49
flat,MVN Athens,sohna road,0.25,5198,4329,Built Up area: 481 (44.69 sq.m.),2,2,0,0,na,Relatively New,,481.0,,0,0,0,0,0,1,37
flat,Central Park Resort Belgravia Residences,sector 48,6.25,24300,2572,Carpet area: 2880 (267.56 sq.m.),3,2,3+,5,south-east,Moderately Old,,,2880.0,0,1,0,0,0,0,49
flat,Ireo Victory Valley,sector 67,2.99,11832,2527,Super Built up area 2527(234.77 sq.m.)Built Up area: 2200 sq.ft. (204.39 sq.m.)Carpet area: 2100 sq.ft. (195.1 sq.m.),3,1,3,4,east,Relatively New,2527.0,2200.0,2100.0,0,1,0,0,0,0,37
flat,Jammu And Kashmir Bank Employees Cghs,sector 9a,0.95,6129,1550,Super Built up area 1550(144 sq.m.),3,3,2,5,west,Moderately Old,1550.0,,,0,0,0,0,1,1,30
flat,M Golfestate,sector 65,6.15,18287,3363,Super Built up area 3363(312.43 sq.m.)Carpet area: 2710 sq.ft. (251.77 sq.m.),3,3,3,23,na,Moderately Old,3363.0,,2710.0,1,1,0,0,0,0,60
flat,M Skywalk,sector 74,1.54,10814,1424,Super Built up area 1424(132.29 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 1139 sq.ft. (105.82 sq.m.),2,2,3+,15,south-east,Relatively New,1424.0,1200.0,1139.0,0,0,0,0,1,1,137
flat,Sare Green Parc,sector 92,0.61,4837,1261,Super Built up area 1261(117.15 sq.m.),3,2,2,6,na,Undefined,1261.0,,,0,0,0,0,1,1,0
house,Independent,sector 47,6.09,33677,1808,Plot area 201(168.06 sq.m.)Built Up area: 180 sq.yards (150.5 sq.m.)Carpet area: 150 sq.yards (125.42 sq.m.),3,1,,4,west,Moderately Old,,180.0,150.0,0,0,0,1,0,2,44
flat,Ramprastha Skyz,sector 37d,1.2,6000,2000,Super Built up area 2000(185.81 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),3,2,1,9,east,Undefined,2000.0,1900.0,1850.0,0,1,0,0,1,1,53
flat,M Merlin,sector 67,2.8,13678,2047,Super Built up area 2047(190.17 sq.m.)Carpet area: 1880 sq.ft. (174.66 sq.m.),3,3,3,5,north-east,Moderately Old,2047.0,,1880.0,0,1,0,0,0,2,26
flat,Emaar MGF The Palm Drive,sector 66,1.51,15130,8982,Super Built up area 1200(111.48 sq.m.)Built Up area: 1188 sq.ft. (110.37 sq.m.)Carpet area: 998 sq.ft. (92.72 sq.m.),2,2,2,5,north,Relatively New,1200.0,1188.0,998.0,0,0,0,1,0,0,82
flat,Conscient Heritage Max,sector 102,2.22,13875,1600,Super Built up area 2149(199.65 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3,4,3+,15,east,Relatively New,2149.0,2000.0,1600.0,1,1,0,0,0,1,82
flat,Shree Vardhman Victoria,sector 70,1.1,8461,1300,Super Built up area 1300(120.77 sq.m.)Carpet area: 788 sq.ft. (73.21 sq.m.),2,2,2,0,west,New Property,1300.0,,788.0,1,0,0,0,0,1,49
flat,Pivotal Devaan,sector 84,0.37,6346,5247,Super Built up area 583(54.16 sq.m.)Carpet area: 483 sq.ft. (44.87 sq.m.),2,2,1,5,north-west,Relatively New,583.0,,483.0,0,0,0,0,0,1,73
house,Independent,sector 3,0.55,5000,1097,Built Up area: 1100 (102.19 sq.m.),2,1,,1,na,Undefined,,1100.0,,0,0,0,0,0,1,0
flat,Capital Residences,sector 70a,1.69,8552,1976,Super Built up area 1976(183.58 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),3,3,3+,8,north-east,New Property,1976.0,1900.0,1650.0,0,1,0,0,0,1,165
house,Independent,sector 17,0.29,3254,8037,Plot area 891(82.78 sq.m.),2,1,,0,west,Old,,891.0,,0,0,0,0,0,1,0
flat,Godrej Summit,sector 104,0.75,5910,1269,Super Built up area 1269(117.89 sq.m.),2,2,3,6,east,Relatively New,1269.0,,,0,0,0,0,1,1,79
house,Independent,sector 7,0.89,18658,4257,Plot area 477(44.31 sq.m.),5,3,,2,east,Old,,477.0,,0,0,0,0,0,1,8
flat,BPTP Freedom Park Life,sector 57,5.5,8982,6123,Built Up area: 5010 (465.44 sq.m.),5,3,3+,19,east,Moderately Old,,5010.0,,0,1,0,1,0,0,153
house,Independent,sector 26,17.0,37604,4520,Plot area 502(419.74 sq.m.),5,2,,2,north-east,Relatively New,,4527.0,,1,1,1,1,0,0,124
flat,BPTP Terra,sector 37d,1.65,7530,2191,Super Built up area 2191(203.55 sq.m.)Built Up area: 2091 sq.ft. (194.26 sq.m.)Carpet area: 1991 sq.ft. (184.97 sq.m.),4,3,3+,6,west,Relatively New,2191.0,2091.0,1991.0,0,0,0,0,0,0,149
flat,M Skywalk,sector 74,2.25,12500,1800,Super Built up area 2000(185.81 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3,3,3,5,north-east,Relatively New,2000.0,1900.0,1800.0,1,0,0,0,0,1,174
flat,CHD Avenue,sector 71,1.4,7945,1762,Carpet area: 1762 (163.7 sq.m.),3,3,2,1,south-east,Moderately Old,,,1762.0,0,0,0,1,0,0,125
flat,Ansal Height Height Api Celebrity Suites,sector 2,0.6,8163,6615,Super Built up area 735(68.28 sq.m.),1,1,1,5,north-east,Moderately Old,735.0,,,0,0,0,0,0,0,67
flat,Umang Winter Hills,sector 77,1.2,6586,1822,Built Up area: 1822 (169.27 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),3,3,3,14,east,Undefined,,1822.0,1200.0,0,0,0,0,0,1,46
flat,Takshila Heights,new gurgaon,0.67,5583,1200,Super Built up area 1200(111.48 sq.m.),2,2,2,3,na,Relatively New,1200.0,,,0,0,0,0,0,1,23
flat,Conscient Heritage Max,sector 102,1.82,9011,2020,Super Built up area 1942(180.42 sq.m.),3,4,3+,12,north-east,Relatively New,1942.0,,,0,1,0,0,0,1,101
flat,DLF The Primus,sector 82a,2.85,10936,2606,Super Built up area 2606(242.11 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),4,4,3+,2,north-east,New Property,2606.0,,1800.0,0,1,0,0,0,2,174
house,Ansal Height Height Sushant Lok Plots,sector 43,7.0,25909,2701,Plot area 300(250.84 sq.m.),5,2,,3,north-east,Relatively New,,2706.0,,1,1,0,1,0,0,41
flat,Emaar MGF Emerald Estate,sector 65,1.42,13921,1020,Super Built up area 1020(94.76 sq.m.)Built Up area: 1010 sq.ft. (93.83 sq.m.)Carpet area: 750 sq.ft. (69.68 sq.m.),2,2,2,6,north-east,Relatively New,1020.0,1010.0,750.0,1,0,0,0,0,0,174
flat,Godrej,sector 79,1.18,8532,1383,Super Built up area 1383(128.48 sq.m.),2,2,3,7,north-west,Relatively New,1383.0,,,0,0,0,0,0,1,158
flat,Vatika Inxt Floors,sector 82a,0.75,7500,1000,Built Up area: 1000 (92.9 sq.m.)Carpet area: 650 sq.ft. (60.39 sq.m.),2,2,2,1,na,Undefined,,1000.0,650.0,0,0,0,0,0,1,0
flat,Vatika Sovereign Next,sector 82a,2.91,6700,4343,Super Built up area 4350(404.13 sq.m.)Carpet area: 3480 sq.ft. (323.3 sq.m.),4,4,3,6,east,Undefined,4350.0,,3480.0,1,1,1,0,0,0,79
flat,Tata Primanti,sector 72,5.0,11363,4400,Super Built up area 4400(408.77 sq.m.)Built Up area: 4000 sq.ft. (371.61 sq.m.)Carpet area: 3500 sq.ft. (325.16 sq.m.),4,4,3+,2,north-east,New Property,4400.0,4000.0,3500.0,1,1,1,0,0,0,174
flat,Eldeco Accolade,sector 33,1.2,8043,1492,Built Up area: 1492 (138.61 sq.m.)Carpet area: 849 sq.ft. (78.87 sq.m.),2,2,2,0,na,Undefined,,1492.0,849.0,0,0,0,0,0,1,56
flat,Antriksh Heights,sector 84,0.79,4579,1725,Super Built up area 1725(160.26 sq.m.),3,3,3+,8,west,New Property,1725.0,,,0,0,0,0,0,1,24
flat,AIPL The Peaceful Homes,sector 70a,2.52,10723,2350,Super Built up area 2350(218.32 sq.m.),3,4,3,8,west,Relatively New,2350.0,,,0,1,0,0,0,1,174
flat,Puri Diplomatic Greens,sector 111,2.65,13589,1950,Super Built up area 2215(205.78 sq.m.)Carpet area: 1950 sq.ft. (181.16 sq.m.),3,4,2,7,west,Relatively New,2215.0,,1950.0,0,1,0,0,0,0,159
flat,Vatika Lifestyle Homes,sector 83,1.25,6839,1828,Super Built up area 1827.5(169.78 sq.m.),3,2,1,6,south-west,Relatively New,1827.0,,,1,1,1,1,0,2,174
flat,Shapoorji Pallonji Joyville,sector 102,1.8,10638,1692,Super Built up area 1692(157.19 sq.m.),3,3,3,5,north,Relatively New,1692.0,,,0,0,0,0,0,1,49
flat,Signature Global City,sector 63a,1.65,15263,1081,Super Built up area 1081(100.43 sq.m.),2,2,2,1,na,New Property,1081.0,,,0,0,0,0,0,1,59
flat,Pyramid Urban,sector 67a,0.7,11844,5319,Carpet area: 591 (54.91 sq.m.),2,2,1,14,north,New Property,,,591.0,0,0,0,0,0,1,44
flat,Bestech Park View Grand Spa,sector 81,2.29,8609,2660,Super Built up area 2660(247.12 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),3,4,3+,10,north-east,Relatively New,2660.0,,2000.0,1,1,0,0,0,2,174
flat,Sare Homes,sector 92,1.25,6200,2016,Built Up area: 2040 (189.52 sq.m.),4,3,0,16,na,New Property,,2040.0,,0,0,0,0,0,1,49
flat,Tulip Violet,sector 69,1.19,8814,1350,Carpet area: 1350 (125.42 sq.m.),2,3,1,0,west,Relatively New,,,1350.0,1,0,0,0,0,1,174
flat,Central Park Resorts,sector 48,9.3,24926,3731,Super Built up area 3931(365.2 sq.m.)Built Up area: 3831 sq.ft. (355.91 sq.m.)Carpet area: 3731 sq.ft. (346.62 sq.m.),4,4,3+,10,north-east,Moderately Old,3931.0,3831.0,3731.0,1,1,1,1,0,0,67
flat,Emaar  Greens,sector 102,1.35,8181,1650,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3,3,3,9,north-east,Relatively New,1650.0,,1023.0,0,1,0,0,0,1,100
flat,Tulip White,sector 69,0.91,6862,1326,Carpet area: 1326 (123.19 sq.m.),3,2,2,12,na,Moderately Old,,,1326.0,0,0,0,0,0,1,43
flat,DLF Express Greens,manesar,1.2,6505,1845,Super Built up area 1845(171.41 sq.m.),3,4,2,5,east,Relatively New,1845.0,,,0,1,0,0,1,1,43
flat,M Skycity,sector 65,3.0,16411,1828,Super Built up area 1828(169.83 sq.m.),3,3,3,17,east,New Property,1828.0,,,0,0,0,0,0,1,99
flat,Ireo Victory Valley,sector 67,3.5,14583,2400,Super Built up area 2698(250.65 sq.m.)Built Up area: 2490 sq.ft. (231.33 sq.m.)Carpet area: 2400 sq.ft. (222.97 sq.m.),3,4,3,24,north-east,Relatively New,2698.0,2490.0,2400.0,0,1,0,1,0,0,149
flat,Orris Carnation Residency,sector 85,0.88,5952,1478,Super Built up area 1485(137.96 sq.m.),3,3,1,1,south,Relatively New,1485.0,,,0,0,0,0,0,1,65
flat,Lotus Homz,sector 111,0.7,10057,6264,Carpet area: 696 (64.66 sq.m.),2,2,2,8,east,Relatively New,,,696.0,0,0,0,0,0,1,68
flat,Umang Monsoon Breeze,sector 78,1.1,5055,2176,Built Up area: 2176 (202.16 sq.m.),3,3,3+,9,na,Old,,2176.0,,0,1,0,0,0,1,80
flat,SS Residency Residency The Leaf,sector 85,1.18,10094,1169,Super Built up area 1671(155.24 sq.m.)Built Up area: 1420 sq.ft. (131.92 sq.m.)Carpet area: 1169 sq.ft. (108.6 sq.m.),2,3,3,12,north,Relatively New,1671.0,1420.0,1169.0,0,0,0,1,0,0,150
flat,Chintamani,sector 103,1.57,8509,1845,Built Up area: 1845 (171.41 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),3,3,3,1,north-east,Undefined,,1845.0,1350.0,0,0,0,0,0,1,0
flat,SS Residency Residency The Leaf,sector 85,1.15,11966,8649,Super Built up area 1741(161.74 sq.m.)Built Up area: 1263 sq.ft. (117.34 sq.m.)Carpet area: 961 sq.ft. (89.28 sq.m.),2,2,3,20,north-east,Relatively New,1741.0,1263.0,961.0,0,0,0,1,0,1,107
flat,Shree Balaji Appartment,sector 33,0.4,5000,7200,Super Built up area 800(74.32 sq.m.),2,2,2,1,na,Relatively New,800.0,,,0,0,0,0,0,2,0
flat,ROF Ananda,sector 95,0.2,5463,3294,Carpet area: 366.08 (34.01 sq.m.),1,1,1,10,west,Relatively New,,,366.0,0,0,0,0,0,1,82
house,Unitech Aspen Greens,sector 50,6.95,4490,2163,Plot area 240(200.67 sq.m.)Built Up area: 2160 sq.yards (1806.04 sq.m.)Carpet area: 1720 sq.yards (1438.14 sq.m.),3,3,,2,north-east,Moderately Old,,2160.0,1720.0,0,1,0,0,0,1,160
house,Independent,sector 43,9.85,26146,3767,Plot area 418(349.5 sq.m.),5,2,,3,west,Old,,3770.0,,1,1,0,1,0,1,21
house,Independent,sector 4,0.8,11852,6102,Plot area 75(62.71 sq.m.),5,3,,2,na,Moderately Old,,676.0,,0,0,0,0,0,1,0
flat,Shapoorji Pallonji Joyville,sector 102,2.12,11447,1852,Super Built up area 1852(172.06 sq.m.)Carpet area: 1320 sq.ft. (122.63 sq.m.),3,3,3,9,south-east,New Property,1852.0,,1320.0,0,0,0,0,0,1,109
flat,Sidhartha Ncr One,sector 95,0.56,4106,1364,Built Up area: 1364 (126.72 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2,2,2,10,na,Undefined,,1364.0,1200.0,0,0,0,0,0,1,0
flat,DLF Belvedere Towers,sector 25,3.4,13765,2470,Carpet area: 2470 (229.47 sq.m.),4,4,3,1,south-east,Old,,,2470.0,0,1,0,0,0,1,26
flat,Godrej Nature Plus,sector 33,1.62,13974,1159,Built Up area: 129.42 Carpet area: 107.7 sq.m.,3,4,3+,3,north,New Property,,1167.0,108.0,0,1,0,0,0,1,100
flat,SS Residency Residency The Leaf,sector 85,1.65,6852,2408,Super Built up area 2408(223.71 sq.m.),3,4,3,9,na,New Property,2408.0,,,0,0,0,1,0,1,21
flat,CHD Avenue,sector 71,0.82,7083,1158,Super Built up area 1200(111.48 sq.m.),2,2,2,6,na,Moderately Old,1200.0,,,0,0,0,0,0,1,0
flat,BPTP Terra,sector 37d,1.4,7730,1811,Super Built up area 1811(168.25 sq.m.)Built Up area: 1711 sq.ft. (158.96 sq.m.)Carpet area: 1611 sq.ft. (149.67 sq.m.),3,3,3,5,south-east,Relatively New,1811.0,1711.0,1611.0,0,0,0,0,0,0,149
flat,Sbr Apartment,manesar,0.68,4456,1526,Built Up area: 1526 (141.77 sq.m.),3,3,3,2,na,Moderately Old,,1526.0,,0,0,0,0,0,1,0
